Kategori,Başlık,İçerik
Çevre,Ölüdeniz'e 2. 'Mavi Bayrak',Muğla'nın Fethiye ilçesindeki Ölüdeniz beldesi ikinci mavi bayrağa sahip oldu.
Çevre,Bakan Eroğlu'ndan av sezonuyla ilgili önemli açıklamalar,"460 kuş türünden 429’unun, 162 memeli türünden ise 155’inin avlanmasının yasak."
Çevre,"""Alex"" yolunu şaşırdı",Yolunu şaşıran 40 kiloluk su kaplumbağası ilgi odağı oldu.
Çevre,Obama'dan iklim için yeni plan,"Obama, çevrenin korunmasına yönelik düzenlemeleri içeren bir plan hazırlıyor."
Çevre,Haliç metro köprüsü bitiyor,Yaklaşık 180 milyon TL'ye maal olan köprü 29 Ekim'de açılacak.
Çevre,Anne ve yavru ayının oyun zevki,Amerika’da ağacın üstünde oyun oynayan anne ve yavru ayı görüntülendi.
Çevre,Belediyelere 26 milyon liralık çevre desteği,Çevre ve Şehircilik Bakanlığı belediyelere 26 milyon lira çevre desteği yapacak.
Çevre,Durum ciddi: Üç ülke resmen duman altında,Çıkan orman yangınında üç ülke de dumandan etkileniyor.
Çevre,Anadolu parsı 8 ilde tespit edildi...,Karadeniz Teknik Üniversitesi'nden Prof. Başkaya 20 yıldır çalışıyor.
Çevre,Adını Gaziantepliler belirleyecek,"Gaziantep Hayvanat Bahçesine,gösteri foklarından biri doğum yaptı."
Çevre,Aydın'da tarım arazisinde yangın,Yangında yaklaşık 100 hektarlık zeytinlik ve tarım arazisi zarar gördü.
Çevre,Kentsel dönüşümde parsel birleşimine teşvik,Kentsel dönüşümde komşuların bir araya gelmesi teşvik ediliyor.
Çevre,Çin'de hızlı büyümenin faturası!,Çin hükümeti giderek artan hava kirliliğine karşı bir dizi önlem kararlaştırdı.
Çevre,Dünya çölleşme ve kuraklıkla mücadele günü,Sulama yöntemi kuraklıkla mücadelede önemli yer tutuyor.
Çevre,Türkiye'nin endemik cenneti çıktı,"Bakanlık, Mersin'deki Yaz Ördeğini ve Pasbaş Patka'yı korumaya aldı."
Çevre,Bir ağaçta 12 farklı türden meyve,Meyveyi dalından tüketebilir balkonunuzu adeta manava çevirebilirsiniz.
Çevre,21 dönüm üzerine dev Türk bayrağı...,Mersin'in Mut ilçesinde Türkiye'nin en büyük Türk bayrağı yapıldı.
Çevre,Örümceğin sinek avı,Bu kez örümceğin ağı yok ama sinek yine de yem olmaktan kurtulamadı.
Çevre,Türkiye'nin en büyük ağaçlandırma çalışması,2 milyon 900 bin metrekare alan ağaçlandırılacak.
Çevre,İnsanlar baktığında daha çabuk karar alıyorlar,Saksağanların insanlar baktığında daha çabuk karar aldığı ortaya çıktı.
Çevre,Sarı Dere'de balık alarmı,"Kocaeli'ndeki Sarı Derede, yüzeye çıkmış yüzlerce ölü balık bulundu."
Çevre,Aslında onlar tehlike saçıyor,Piller bilinçsiz şekilde atılırsa çevreye zarar veriyor.
Çevre,Honamlı Keçisi tehlike altında,Torosların Honamlı keçisinin neslini korumak için çalışma başlatıldı.
Çevre,Sıradışı hortum şaşırttı,Arizona’da gökyüzünde bulut yokken oluşan hortum şaşırttı.
Çevre,"Gölde ""Vampir balık"" işgali",Michigan gölünü istila eden vampir balıklar diğer türleri tehdit ediyor.
Çevre,"""O zaman hiçbirini yanımda bulamadım""","Başbakan Erdoğan, belediye başkanlığı döneminde yaşadığı bir olayı anlattı."
Çevre,"2,7 milyar fidan toprakla buluştu",Türkiye'de son 10 yılda 2 milyar 711 milyon fidan dikildi.
Çevre,Tarımda yeni eğilim: Solucan gübresi,Tarımda solucan gübresi dönemi..
Çevre,Çevreye duyarlı tarım,"Bakanlık, çevreci tarımı tercih eden üreticileri destekliyor."
Çevre,Doğa harikasıydı çöplük oldu...,Trabzon’un Akçaabat ilçesinde sonradan oluşan sera gölü çöplerle boğuşuyor.
Çevre,Yüzlerce yıldır donmuş bitkiler canlanıyor,Kanada’da küresel ısınmanın etkisiyle hızla eriyen buzullarda ilginç gelişme...
Çevre,Marmaris körfezinden tehlike sinyalleri,Marmaris Körfezi kirlilikten dolayı tehlike sinyalleri veriyor.
Çevre,Türk bilim insanları 3 balık türü keşfetti,Türkiye'de çeşitli akarsularda üç yeni balık türü tespit edildi.
Çevre,Kırlangıçlar inşaatı durdurdu!,"Çin'de kırlangıçlar, dev inşaat alanını yuva olarak seçince, çalışmalar durdu."
Çevre,Kirleten tesislere izin verilmeyecek,"Nihat Ergün: ""Havayı, suyu kirletecek tesislerin kurulmasına  izin veremeyiz"""
Çevre,Ergene için düğmeye basıldı,"Eroğlu, ""15 paketi içeren dev bir proje ile Ergene Nehri temizlenecek"" dedi."
Çevre,O sırtlan türü Adıyaman'da görüntülendi,"Adıyaman'da, iki çizgili sırtlan fotokapan yöntemiyle görüntülendi."
Çevre,Mecliste dev kertenkele şoku!,Havalandırma sistemine giren dev sürüngeni yakalamak kolay olmadı.
Çevre,Taksiye giren yılana sinek ilacıyla müdahale,"Yılan, itfaiye ekiplerinin sinek ilaçlı müdahalesinin ardından araçtan çıkarıldı"
Çevre,Tezek yakıtlı motosiklet!,"Japon tuvalet üreticisi şirket,oturağı klozet şeklinde motosiklet tasarladı."
Çevre,Köpekbalıklarıyla yüzüyor,En tehlikeli köpekbalıklarıyla kafessiz yüzdü.
Çevre,Florida'da dev piton ele geçirildi,"Bu yılanın, şimdiye kadar avlanan en büyük Birmanya pitonu olduğu belirtiliyor."
Çevre,Ölü kuş ve deniz hayvanı alarmı,Şili kıyılarına çok sayıda ölü kuş ve deniz hayvanı vurdu.
Çevre,İstila başladı,Büyük tahribata yol açan çekirgeler geri döndü.
Çevre,"Türkiye ""mavi bayrak""ta dünya üçüncüsü",Türkiye bu alanda İspanya ve Yunanistan'dan sonra geliyor.
Çevre,Güney Şelalesi için çalışma,"""Öncelikle şelaleye gelen suyun güzergahı değiştirilip orası sudan kurtarılacak"""
Çevre,"Kanyona ""mağara kafe"" yapılacak","Dünya Miras Listesi'nde Tokatlı Kanyonu'nda bulunan bir mağara, kafe” olacak."
Çevre,Serap değil gerçek,Çöl ortasında bu vaha Çin hükümetinin gayretiyle kurtarıldı.
Çevre,"Bahar yağışları ""ovanın"" ateşini düşürdü","Tahıl ambarında, hububatın su ihtiyacı, son günlerde gelen yağışlarla karşılandı"
Çevre,Buzların bu halini daha önce görmediniz,Mille Lacs gölünden çıkan buzlar evlere kadar gelip dayanıyor.
Çevre,"""Denizden babam çıksa yerim"" diyenlere...",Bırakın yemeyi bakmaya bile cesaret edemeyeceğiniz ilginç deniz canlıları...
Çevre,Sel köprüyü böyle yıktı,Polonya Warta Nehri üzerindeki köprü sulara daha fazla direnemedi.
Çevre,Karbondioksit oranında tehlikeli artış,Karbondioksit oranı insanlık tarihinin en yüksek seviyesinde
Çevre,Kirli topraklar kabakla temizlenecek,Sakarya Üniversitesi Çevre Mühendisliği Bölümü önemli bir çalışmaya imza attı.
Çevre,Tırnaklarıyla yavrusunu kurtarmak istedi,Anne geyik yavrusunu kurtlara yedirmemek için çok uğraştı.
Çevre,Kuzey Kutbu'nda asit tehdidi,Okyanuslardaki asitlenme Kuzey Kutbu’nu da tehdit ediyor.
Çevre,Arı tuz ihtiyacını böyle karşılıyor,Kaplumbağa ve arının birlikte yakalandığı kare daha önce hiç görülmedi.
Çevre,528 yaşında sedir ağacı,Burdur'un Altınyayla ilçesindeki sedir ağacı 49 metre uzunluğunda...
Çevre,Alternatif enerjide yeni kaynak: Yosun,Dünyanın enerjisini yosundan sağlayan ilk binası görücüye çıktı.
Çevre,Böyle ölüm milyonda bir olur!,Kadıncık Vadisinde boynuzu ağaca takılan yaban keçisi telef oldu.
Çevre,"""Duman""ı öldüren kurşun değilmiş!","""Duman"" isimli fokun, darp sonucu öldüğü ortaya çıktı."
Çevre,Kuzey Kutbunda endişe verici rekor!,Kutup bölgesindeki buzulların 2012 yılında rekor seviyede eridiği açıklandı.
Çevre,California yanıyor,Orman yangını sıcak havanın ve rüzgarın da etkisiyle hızla yayılıyor.
Çevre,Güneş'te dev patlama,Bu görüntüler 1 Mayıs'ta kaydedildi
Çevre,Bitkisel zenginliğinin dörtte biri Kaçkarlar'da,Türkiye'nin bitki çeşitliliğinin dörtte birinin Kaçkarlar'da olduğu bildirildi.
Çevre,AB'den arılarla ilgili dev adım,Avrupa Birliği tarım ilaçları konusunda çok önemli bir karara imza attı.
Çevre,20 yıldır neredeydiniz?,"20 yıldır görülmeyen Çeltikçi kuşları, Büyük Menderes havzasına yeniden geldi."
Çevre,Ege'nin sembolleri tehdit altında,Kırmızı palmiye böceği yüzünden 10 bin palmiye kuruma riskiyle karşı karşıya.
Çevre,Çernobil felaketinin 27. yıldönümü…,Ukrayna’daki nükleer santralde meydana gelen patlama felakete yol açmıştı.
Çevre,GDO'lu mısıra tepki için meclisi bastılar,"Meksika'da genetiği değiştirilmiş mısır tarımı, çevrecileri harekete geçirdi."
Çevre,"Batman'da ""Ağlayan Gelin"" operasyonu",Ters lale (Ağlayan Gelin) kaçakçılığı ihbarı üzerine operasyon başlatıldı.
Çevre,Marmaris'in simgesi tehlike altında,Palmiyeleri saran böcek tehdit oluşturuyor.
Çevre,Korkudan iki gündür ağaçtan inmiyorlar,Çin’i sarsan 7.0 büyüklüğündeki deprem pandaların psikolojisi bozdu.
Çevre,Bahar geldi!,Baharın habercisi leylekler Bursa ovasını süslüyor.
Çevre,26'sı Türkiye'ye özgü,"Kaş-Kekova Özel Çevre Koruma bölgesinde, Türkiye'ye özgü bitkiler keşfedildi."
Çevre,Üniversite kampüsü hayvanat bahçesine taşındı,Darıca Faruk Yalçın Hayvanat Bahçesi açık hava dersliğine dönüştü.
Çevre,Orman Forumu'ndan yine uzlaşma çıkmadı,"Forum gelişmiş-az gelişmiş ülkeler arasındaki ""fon kullanım"" tartışmayla bitti."
Çevre,Denizin dibine 2.7 milyon imza,Kuzey Kutbu'nu korumak için toplanan imzalar denizin dibine yerleştirildi.
Çevre,Erime 600 yılda 10 kat arttı,Küresel ısınmanın etkileri her geçen gün daha fazla hissediliyor.
Çevre,Trakya'nın iki önemli nehri için dev proje,Ergene ve Meriç nehirleri temizleniyor.
Çevre,Deniz neden turuncu oldu?,Küçükkuyulular güne daha önce görmedikleri bir manzarayla uyandı.
Çevre,40 milyon yıllık böcek kolye,Çeşitli hayvanlardan oluşan kolyenin taneleri milyon yıllarla ölçülüyor.
Çevre,Kalbi görünen kurbağa,“cam kurbağa” türü yırtıcılardan kurtulmak için şeffaf renge bürünüyor.
Çevre,Pitonla güreş,Nehirde botla yol alırken karşılarına 3 metre uzunluğunda bir piton yılan çıktı.
Çevre,Kuzey Kutbu'nda 600 yılın en sıcak yazları,Son 8 senede 1400 yılından bu yana en sıcak yazların geçirildiği anlaşıldı.
Çevre,Hem doğa hem mühendislik harikası,Bir doğa ve mühendislik harikası olan Şamran kanalı mercanlarıyla da büyülüyor.
Çevre,Arıları bekleyen büyük tehlike,Arılar ölüm kalım savaşı veriyor. Tarım ilaçları büyük tehlike içeriyor.
Çevre,Çocukların tuttuğu muz gorili çıldırttı,Hayvanat bahçesinde iki kız çocuğunun muzla verdiği poz gorili çıldırttı.
Çevre,Petrol kirliliğine bakteri çare oldu,Meksika Körfezi'ndeki petrol kirliliği büyük ölçüde temizlendi
Çevre,Nükleer santralde yeni sızıntı,Fukuşima Daiçi nükleer santralinde yeni bir sızıntı meydana geldi.
Çevre,"""İstanbul BM'nin merkezlerinden olmalı""","Başbakan Erdoğan, İstanbul'da yapılan BM Orman Forumunda önemli mesajlar verdi."
Çevre,Afşin'de kuduz tilkiler saldırdı!,Saldırı sonrası ilçeye bağlı Yazıdere köyü kuduz sebebiyle karantinaya alındı.
Çevre,İlk kez Fırat'tan uzakta yavruladı,Nesli tükenmekte olan Fırat Kaplumbağaları bu kez Darıca'da yavruladı.
Çevre,Kıyılarda yapılaşmaya yeni düzenleme,Kıyılarda ilk 50 metreye kadar yapılaşma yasak.
Çevre,Türkmenistan'da çöle karşı savaş,Yüzde 80'i çöl olan ülkede her yıl 3 milyon fidan dikilecek.
Çevre,1 yılda 3 milyon kişi hava kirliliği kurbanı,Hava kirliliği her yıl milyonlarca can alıyor.
Çevre,"""Buzullar küresel ısınma sonucu genişliyor""",Küresel ısınma tartışmaları her gün yeni bir boyut kazanıyor.
Çevre,Hayvanlara kuğu kıyafetiyle yaklaşıp...,Vahşi yaşama uyum sağlayarak fotoğraflarını çekiyor.
Çevre,Türkmenistan'da çöl yeşile dönüşüyor,Yüzde 80’i çöllerle kaplı olan Türkmenistan yeşilleniyor.
Çevre,5 bin yıllık bir serüven,Domaniç'te kurbağalar birbirlerini sırtında taşıyor.
Çevre,Ağaçlandırma seferberliği başladı,Tüm Türkiye yemyeşil bir doğaya sahip olacak.
Çevre,Çandarlı sahilinde kirlilik,İzmir'in Dikili ilçesine bağlı Çandarlı sahilinde kirlilik yaşanıyor.
Çevre,İzmir'de çevre felaketi,"İki gemi çarpıştı, tanklarında bulunan petrol atıkları denize döküldü."
Çevre,Bu da poşet sanatı,Suudi Arabistan'da doğa düşmanı poşetten renkli eşyalar yapılıyor.
Çevre,Turistlerden 30 tonluk balinaya öpücük,Meksika’da turistler balinalarla doğal ortamlarında buluştu.
Çevre,"Üreticinin yeni gözdesi ""kahverengi"" domates","Antalya'da üreticiler, farklı bir domates türü olan ""Kumato""ya yöneldi."
Çevre,Ölümüne yarışa büyük tepki,Güvercinleri ölümüne yarıştırılmasına hayvan severler tepki gösteriyor.
Çevre,Haşere ilaçları arılara zarar veriyor,Bazı haşere ilaçlarının arıların beynini olumsuz yönde etkilediği belirlendi.
Çevre,Kazdağı'nda yeni canlı türü keşfedildi,Keşfedilen tatlı su salyangozu türüne 'kazdaghensis' adı verildi.
Çevre,Kızgın deve gergedanı kovaladı,Yavrusuna yaklaşmasına sinirlenen deve 3 tonluk beyaz gergedanı kovaladı.
Çevre,Bu köpekbalığı dünyada ilk,Meksika körfezinde iki başlı köpekbalığı bulundu.
Çevre,"""Zehirli Balık"" iddialarına cevap","Gıda, Tarım ve Hayvancılık Bakanlığı'ndan iddialarla ilgili açıklama geldi."
Çevre,Düz gökkuşağı görüntülendi,Paris’te “ateş gökkuşağı” adı verilen düz gökkuşağı görüntülendi.
Çevre,"Yok olmamaları için ""Beşi Bir Yerde""",Sadece Türkiye'de yetişen 5 bitki için bilim adamları harekete geçti.
Çevre,Ayı vurana büyük ceza,"Bolu'da kaçak olarak ayı avlayanlara, 19 bin lira ceza veriliyor."
Çevre,93 farklı kuş türü barınıyor,Bursa civarında yapılan kuş sayımında 43 bin adet kuş tespit edildi
Çevre,Köpekbalığına yem oluyorlardı,Çelik kafesteki kişiler neredeyse köpekbalığına yem oluyordu.
Çevre,"Muğla'da ""dev vatoz"" şaşkınlığı",Muğla'nın Fethiye ilçesinde balıkçıların ağına 200 kilogramlık bir vatoz takıldı
Çevre,Domatesten iki kat daha kazançlı: pepino,"Antalya'daki yeni alternatif, domatese göre iki kat fazla kazanç sağlıyor."
Çevre,47 yılda sayıları 12'ye katlandı,Nesli tükenmekte olan alageyiklerin sayısı artıyor. 1966'da 7 tane kalmıştı.
Çevre,Kralların sayısı azalmaya başladı,Kral kelebeklerin sayısının bu yıl yüzde 60 azaldığı belirtiliyor.
Çevre,Gölde dev yayın balığı,Sivas'ta Kılıçkaya baraj gölünde 100 kilo ağırlığında yayın balığı yakalandı.
Çevre,Ayıları rahatsız etmenin bedeli 5800 Avro,Belgesel çekimlerinde ayıları rahatsız edince ceza aldılar.
Çevre,Elektronik tehlike,Geri dönüşüm tesisinde ayrıştırılmayan elektronikler sağlığı tehdit ediyor.
Çevre,Şimdi ‘yeşil düğün’ moda,"Yeşil düğünde amaç, çevreyi korumak…"
Çevre,Fındıkta don riski,"Uzmanlar, hızla soğuyan havalarla ilgili fındık üreticilerini uyardı."
Çevre,Oltalı amatör balıkçılara kötü haber,Oltayla avlanan amatör balıkçılara tanınan limitin daha da kısıtlanması gündemde
Çevre,Kendi türünü yerken görüntülendi,Dev timsah iki metre uzunluğundaki kendi türünü yerken görüntülendi.
Çevre,Yaralı leyleğin kanadı alçıya alındı,Yaralı leyleğin kırık kanadına veteriner tarafından müdahale edildi.
Çevre,12 bin ton balık telef oldu,Brezilya'da bir gölde 12 bin tondan fazla balık leşi çıkarıldı
Çevre,Akdeniz foku tehdit altında,"Bakanlık, Akdeniz foklarının tehdit altında olduğunu ortaya koydu."
Çevre,Petrol ve doğalgaz araması yapılamıyor,2041 yılına kadar Antarktika'da petrol ve doğalgaz araması yasaklanmıştı.
Çevre,"Lahana, lahanaya alternatif oldu",Samsunlu çiftçiler beyaz lahana yerine Brüksel lahanası ekmeye başladı.
Çevre,"""Avcı böcekler"" beyazsinek için geliyor","Narenciye ve sebze yetiştiricilerinin imdadına ""avcı böcekler"" yetişecek."
Çevre,Kutup ayılarına kötü haber,Kutup ayısı avının yasaklanması önerisi reddedildi.
Çevre,Şaşkın mors İngiltere kıyılarına vurdu,Kuzey Kutup Denizi'nden uzaklaşan mors İskoçya açıklarında bir adaya çıktı
Çevre,Hayvan ticaretine karşı birlik çağrısı,"BM, kaçak avcılığa ve yasadışı hayvan ticaretine karşı toplandı."
Çevre,Güneyden gelen kabus,Güneyli rüzgarlarıyla gelen çöl tozları Güneydoğu'da hayatı olumsuz etkiliyor.
Çevre,Sapanca Gölü kızıla büründü,"Kocaeli ve Sakarya'nın içme suyu havzası, kızıl renge bürünmeye başladı."
Çevre,Barajlarda doluluk sevinci,Yağış ortalaması da barajlardaki doluluk oranı da arttı.
Çevre,Ölü martıların içinden bunlar çıktı..!,Belgesel ekibi gördüğü manzara karşısında şoka uğradı.
Çevre,Eroğlu'ndan HES'lere ültimatom,"""Derelere can suyu bırakmayanların ruhsatını iptal eder, kapısına kilit vururuz"""
Çevre,"Kutup Denizinde ""balina"" dalaşı!","Çevreciler, Japon avcıların yakıt ikmalini saatlerce geciktirdi."
Çevre,Hurda gemiler ekonomiye kazandırılıyor,Hurda gemilerden yaklaşık 450 milyon dolar gelir elde edildi.
Çevre,Balinalar bu kez Şili’de karaya vurdu,Macellan Boğazı kıyılarına 50 kadar kısa burunlu pilot balina vurdu.
Çevre,Çölde binlerce mor küre keşfedildi,Arizona’da çölün ortasında mor renkli binlerce küre toplu halde bulundu.
Çevre,Peru'da şaşırtan ölümler,Peru sahillerinde cuma günü bulunan deniz hayvanı ölüleri insanları tedirgin ett
Çevre,Çevreciler balina avcılarına karşı,Balina avcılarıyla çevrecilerin mücadelesi sürüyor
Çevre,Ozon tabakası korunacak,Ozon tabakasına zarar veren maddelerin ithalatına sınırlama geliyor.
Çevre,Riskli binaların çoğunda midye kabuğu çıktı.,Riskli olarak belirlenen binalarda deniz ve dere kumu belirlendi.
Çevre,Balinaların belası: İnsan kaynaklı sesler,Balinaların gemi seslerinden rahatsız olmasının önüne geçiliyor.
Çevre,Doğal ortamıyla uyumlu ekolojik otel,Ukrayna’da yaban hayatı içerisine entegre edilen ekolojik otel.
Çevre,İzmir Körfezi canlanıyor,İzmir Körfezi'nde çekilen su altı fotoğrafları iyileşmeyi gözler önüne seriyor.
Çevre,Piton avcıları yarıştı,ABD'de piton avlama yarışmasında 68 piton avlanlandı.
Çevre,Ergene'yi kirletenlere ceza yağdı,2012 yılındaki denetimlerde 13 milyon lira para cezası kesildi.
Çevre,Sakinleştiriciler balıkları etkiliyor,Atık sularla gelen sakinleştiriciler balıkları daha atılgan ve obur yapıyor.
Çevre,NASA'dan Türkiye'yi de ilgilendiren ürküten rapor,''Ortadoğu'da tatlı su kaybı alarm verici düzeyde''
Çevre,4 ilde iklim çalıştayı,İklim değişikliği konusunda 4 ilde uyum çalıştayları düzenledi.
Çevre,Tek suçları hava kirliliğini protesto,Hava kirliliğini protesto eden Çinliler hapis cezası aldı.
Çevre,Deniz aslanları öldürüldü,Peru'da 50 deniz aslanı ölü bulundu.
Çevre,Marketlerde poşet paralı olacak,"Bakanlık, naylon poşet yerine biyobozunur poşetlerin kullanımını teşvik edecek."
Çevre,Ejder aynı görevliye tekrar saldırdı,Endonezya'da bir komodo ejderi 3 yıl önce saldırdığı görevliye tekrar saldırdı
Çevre,Toplu ölümler korkutuyor,İzlanda'da gerçekleşen balık ölümleri 30 bin tona ulaştı.
Çevre,"Hatay'da ""sabotaj"" soruşturması: 11 gözaltı",Samandağ'da geçen yaz yaşanan orman yangınlarıyla ilgili 11 kişi yakalandı.
Çevre,Yüzen adacıklar koruma altına alınıyor,Ladik Gölü’ndeki yüzen adacıkların yok olmaması için çalışma başlatıldı.
Çevre,"İSO'dan ""çevre"" ödülü",İstanbul Sanayi Odası Çevre Ödülleri İstanbul'da sahiplerini buldu.
Çevre,Balkondaki çanak antenler kaldırılıyor,Görüntü kirliliğine sebep olan antenler kaldırılıyor. Açıklama Bakan'dan geldi.
Çevre,Dünyada en başarılı ülkeyiz,Türkiye orman yangınlarıyla mücadelede başarılı ülkeler listesinde...
Çevre,Bu filler neden ölüyor?,Fil ölümüyle ilgili Malezya'dan yansıyan kareler yürek burkuyor.
Çevre,"Çiğnenmesi güzel, yola atılması büyük tehdit","Sokağa atılan sakızlar hem kirliliğe yol açıyor,hem halk sağlığını tehdit ediyor"
Çevre,Orman Bakanlığı filosuna dev katılım,"Orman Bakanlığı, 72 adet yangın söndürme aracını filosuna kattı."
Çevre,Kurtlar sofrası!,"Eski paraşütçü Werner Freund, 29 kurtla beraber yaşıyor."
Çevre,40 yıl aradan sonra...,Plosky Tolbachik yanardağı lav püskürtmeye devam ediyor.
Çevre,Çin'de insanlar maskeye mahkum,Çin'de hava kirliliği had safhada...
Çevre,Dünyanın sonu mu geliyor?,Tüketim çılgınlığı dünyanın sonunu hazırlıyor.
Çevre,Amazon ormanlarında tahribat,"Brezilya, Amazon'da 33 milyon dolarlık biyo-çeşitlilik araştırması yapacak."
Çevre,Türk bilim adamları 3 yeni canlı türü buldu,Bulunan yeni canlı türlerine Türk bilim adamlarının isimleri verildi.
Çevre,15 bin timsah çiftlikten kaçtı!,Sel yüzünden başıboş kalan timsahlar için yakalama operasyonu başlatıldı.
Çevre,İstanbul'da çevreci otobüsler seferde,"İstanbul'da 42 çevreci otobüs, seferlere başladı."
Çevre,Çevre kirliliğine 120 milyon lira ceza,Çevre kirliliğiyle ilgili denetimlerde 120 milyon lira para cezası kesildi.
Çevre,Altınboynuz temizleniyor,Yakın zamana kadar çöplük olan Haliç'te şimdilerde açık hava keyfi yaşanıyor.
Çevre,Hayvanlar Aleminden 3,Muhteşem renkleri ve ilginç halleriyle hayvanlar aleminden seçme kareler...
Çevre,Hamsi kıtlığı yaşanıyor,"Fiyatlar el yakıyor, balıkçılar, bilinçsiz avlanmalardan şikayet ediyor."
Çevre,Sidney'de rekor,"Avustralya'nın Sidney kenti, 45,8 dereceyle tarihinin en sıcak gününü yaşadı."
Çevre,Avustralya'nın ciğerleri kül oldu,Sıcak hava ve rüzgarın körüklediği yangınlar ülkenin ciğerlerini küle çevirdi.
Çevre,İsteyen herkes elektriğini kendi üretebilecek,Lisansız elektrik üretiminin önündeki engeller kalktı.
Çevre,Yüzlerce fili katlettiler,Kenya'da 2 ton ağırlığında fildişi ele geçirildi.
Çevre,Pekin zehir gibi..!,Rekor seviyeye ulaşan hava kirliliği yüzünden göz gözü görmüyor.
Çevre,ABD'de piton istilası!,Florida’daki Everglades Milli Parkı yakınında oturanları piton korkusu sardı.
Çevre,Cıva kirliliğine çare aranıyor,130'dan fazla ülkenin temsilcisi Cenevre'de bir araya geldi.
Çevre,Denizli'deki iki göl kirlilikten kurtuluyor,Gökgöl ve Işıklı göllerinin suyu önemli ölçüde temizlendi.
Çevre,115 ton atık yağ toplandı,"1 litre atık yağ, 1 milyon litre içme suyunu kirletiyor."
Çevre,Avustralya'da kabus sürüyor,Günlerdir süren orman yangınları tüm çabalara karşın kontrol altına alınamadı.
Çevre,Aktif yanardağa turist akını,"Plosky Tolbaçik volkanı lav püskürtüyor, görevliler turistlerden dertli..."
Çevre,12 balina kurtarılmayı bekliyor,"12 katil balina, buzulların arasında sıkıştı."
Çevre,Dev mürekkep balığı görüntülendi,Büyük Okyanus'un derinliklerinde yaşayan dev mürekkep balığı görüntülendi.
Çevre,Bayraktar 2 caretta carettayı denize bıraktı,"Bayraktar, Dalyan'da tedavisi tamamlanan 2 deniz kaplumbağasını denize bıraktı."
Çevre,Platform şirketine de ceza geldi,Meksika körfezi’ndeki sızıntıda platform şirketi de cezaya çarptırıldı.
Çevre,İstanbul'da molozlar kullanılacak,İstanbul'da inşaat atıkları havalimanı ve köprü yapımında değerlendirilecek.
Çevre,Muğla ormanlarına uluslararası kalite belgesi,Amerika ve Avrupa'ya orman ürünleri ihracatının artırılması hedefleniyor.
Çevre,Geyiğin de fazlası zarar!,Vahşi yaşamın sevimli hayvanları geyiklerin artması ormanlara zarar veriyor.
Çevre,En Yaşlı Kavak,Türkiye'nin bilinen en yaşlı kavak ağacı 300 yıllık…
Çevre,Güney Kutbu'ndaki Isınma Korkutuyor,Son ölçümler buzulların tahminden iki kat daha fazla ısındığını gösteriyor.
Çevre,Yaban Keçisi Avlayan Yandı!,"3 yaban keçisi avlayan 4 avcıya, 40 bin lira para cezası kesildi."
Çevre,Böcekler İnsanların Hizmetinde,"Uzmanlar, ""Böcekleri 'pis bir yaratık' olarak görmek doğru değil"" diyor ve..."
Çevre,Hayvanlar Aleminden Kareler,Hayvanlar aleminden kareler...
Çevre,Öğrencilerden Örnek Kampanya,Malkara'da başlatılan kampanya ile atık yağların geri dönüşümü sağlanıyor.
Çevre,Canlı Türleri Yok Oluyor,"Karadeniz'de kirlilik, bilinçsiz avlanma sonucu canlı türleri yok olmaya başladı"
Çevre,Küresel Isınma Tehlikesi Büyüyor,"Uzmanlar, Grönland buzulundaki erimenin devam ettiğini açıkladı."
Çevre,200 Milyon Yıllık Bitki Fosili Bulundu,Fosillerin çoğunun su bitkisi olduğu belirtildi.
Çevre,Afrika'da Vahşet Mevsimi!,Bu yıl boynuzları için öldürülen gergedanların sayısı 558’i aştı.
Çevre,Bu Mağaranın Buzları Erimiyor,140 metre derinliğindeki mağara buzdan uçurumlarıyla nefes kesiyor.
Çevre,'Alternatif Nobel ödülü' Hayrettin Karaca'ya,Onur ödülüne TEMA Vakfı Kurucu Onursal Başkanı Hayrettin Karaca layık görüldü
Çevre,Yaban Keçisi İçin Köylüye 13 Bin TL Ceza,Buz dolabında yaban keçisi eti bulunan köylüye 13 bin TL ceza kesildi.
Çevre,Dünyadaki En Korkunç Hayvanlar,Şimdiye kadar birçok hayvan gördük. Ama bu hayvanlar çok farklı...
Çevre,Dünya Bankası'ndan İklim Uyarısı,Dünya Bankası tarafından hazırlanan raporda iklim değişikliklerine vurgu yapıldı
Çevre,BM’den Tema'ya Ödül,"Tema Vakfı, dünya'da ilk kez verilen Yaşam için Toprak Ödülü'nü aldı."
Çevre,Bir İngiltere Yok Oldu,"Çevrecilere göre, 10 yıl içinde İngiltere büyüklüğünde Amazon ormanı yok edildi."
Çevre,"İzmir'de ""Radyoaktif Atık"" İddiası",Türkiye Atom Enerjisi Kurumu'ndan bir heyet kurşun fabrikasında ölçüm yaptı.
Çevre,Ender Bulunan Bir Baykuş Bulundu,"Peçeli baykuş, doğaya salınmak üzere Milli Parklar Müdürlüğü’ne teslim edildi."
Çevre,Dünya’nın Gidişatı Kötü!,Bu yıl da Dünya genelinde karbon salımı rekoru kırıldı. Böyle giderse?
Çevre,Türkiye'de 4 Yeni Tür Bulundu,Recep Tayyip Erdoğan Üniversitesinden bir ekip 4 yeni balık türü keşfetti.
Çevre,Hayvanlar Kışa Hazır,Giyinik haldeki köpek ve kediler böyle fotoğraflandı...
