Kategori,Başlık,İçerik
Kültür-Sanat,Arslantepe Höyüğü UNESCO'da kalıcı liste yolunda,Binlerce yıllık geçmişiyle UNESCO Dünya Miras Geçici Listesi'nde yer alan Malatya'daki Arslantepe Höyüğü'nün kalıcı listeye dahil edilmesi için yürütülen çalışmalar sürüyor.
Kültür-Sanat,Devlet Tiyatroları perdelerini açıyor,"Yeni tiyatro sezonunun ilk turunda 12 bölgede 36 yeni oyun ile seyircilerini selamlamaya hazırlanan Devlet Tiyatroları, yarın sanatseverlerin karşısına çıkacak."
Kültür-Sanat,Apollon Smintheus kutsal alanı ziyaretçilerini bekliyor,"Çanakkale'nin Ayvacık ilçesi Gülpınar köyündeki Apollon Smintheus kutsal alanına, bölgede yaşadığı rivayet edilen farelerin minyatür heykellerinin ardından Apollon Smintheus'un ayaklarının heykeli hazırlanarak monte edildi."
Kültür-Sanat,CSO yeni sezonu açıyor,"Cumhurbaşkanlığı Senfoni Orkestrası, 2019 - 2020 konser sezonunu Güher Pekinel ve Süher Pekinel ikilisinin dinletisiyle bugün Cumhurbaşkanlığı Külliyesi'nde açacak."
Kültür-Sanat,Bakan Ersoy Türkiye'nin tanıtım filmlerini paylaştı,"Kültür ve Turizm Bakanı Ersoy, Twitter'da Türkiye'nin tarihi zenginlikleri, gastronomi unsurları, doğal güzellikleri, müzeleri, tarihi alanları ve spor turizmindeki ögelerinin yer aldığı tanıtım filmlerini paylaştı."
Kültür-Sanat,İstanbul Arkeoloji Müzelerinde tarihin kapıları yeniden ziyaretçilere açıldı,Osmanlı ve Cumhuriyet döneminin ilk müzesi olan İstanbul Arkeoloji Müzelerinde tarihin kapıları 27 Eylül'de yeniden ziyaretçilere açıldı.
Kültür-Sanat,Van'daki festivalde bir ton inci kefali dağıtıldı,Van'da düzenlenen 10. Doğu Anadolu Uluslararası Turizm ve Seyahat Fuarı kapsamında vatandaşlara yaklaşık bir ton inci kefali ve ayran aşı dağıtıldı.
ÖZEL HABER,Doğu Ekspresi'nde saz ve türkü eşliğinde yolculuk,"Doğu Ekspresi'ni saz ve türkülerle neşelendiren devlet sanatçısı Latife ve Ertuğrul Erarslan çifti, yolculuğa renk kattı."
Kültür-Sanat,Domuztepe Höyüğü'nde okçuluğa dair bulgulara rastlandı,"Kahramanmaraş'taki Domuztepe Höyüğü'nde sürdürülen arkeolojik kazı çalışmalarında, kentin okçuluğun merkezi olduğuna dair resimler bulundu."
Kültür-Sanat,Mevlana Dergâhı'nda 94 yıl sonra aşure kazanları kaynadı,"Asırlardır Mevlevi usüllerine göre Hazreti Mevlana'nın dergahında pişirilen ve unutulmaya yüz tutmuş aşure kaynatma merasimi, 94 yıl aradan sonra Konya'da yeniden başlatıldı."
Kültür-Sanat,Zilli Kurt belgeselinin ilk gösterimi yapıldı,"Yaşar Kemal'in, hayatını kaybettiği için yazamadığı romanını anlatan ""Zilli Kurt"" belgeselinin ilk gösterimi, 26. Uluslararası Adana Altın Koza Film Festivali'nde gerçekleştirildi."
Kültür-Sanat,Edirne Sarayı'nın demir kapısı gün yüzüne çıkarılıyor,"Osmanlı'nın önemli saraylarından Edirne Sarayı'nda, bu sezon sona gelinen arkeolojik kazılarda çalışmalar, sarayın çevre duvarlarında sürüyor."
Kültür-Sanat,Osman Hamdi Bey'in tablosu rekor fiyata satıldı,"Osman Hamdi Bey'in ""Kur'an Okuyan Kız"" eseri İngiltere'nin başkenti Londra'da yapılan açık artırmada 6 milyon 315 bin sterline satıldı."
Kültür-Sanat,Kayadan oyma adliye binası keşfedilmeyi bekliyor,Nevşehir'in Ortahisar beldesinde tesadüfen ortaya çıkarılan bin 500 yıllık kayadan oyma adliye binası ve farklı birimlerin bulunduğu alan turizme kazandırılacak.
Kültür-Sanat,441 yıllık yazma eser İbn Haldun Üniversitesine emanet,"16. yüzyıldan kalma Şeyhülislam Ebussuud Efendi'ye ait 441 yıllık Kur'an-ı Kerim tefsiri, ABD’de yaşayan 86 yaşındaki Türk vatandaşı Ali İhsan Tangören tarafından İbn Haldun Üniversitesine bağışlandı."
Kültür-Sanat,Urartu mezarlarında Erciş'e has üzümün çekirdekleri bulundu,"Van'daki Urartu mezarlarında yapılan kazılarda, ölü hediyesi olarak bırakılmış Erciş üzümü çekirdekleri bulundu."
Kültür-Sanat,Kahve tiryakileri Ankara'daki festivalde buluştu,"Kahve tiryakileri, bu yıl dördüncüsü düzenlenen Ankara Coffee Festivali'nde bir araya geldi. 93 markaya ev sahipliği yapan festival, Bilkent Center'da kapılarını açtı."
Kültür-Sanat,Altın Koza Film Festivali'nde 650 bin lira ödül dağıtılacak,"Bu yıl 26'ncısı düzenlenen Uluslararası Adana Altın Koza Film Festivali'nde, toplam 650 bin liralık ödül, yarın törenle sahiplerini bulacak."
Kültür-Sanat,Hattuşa Antik Kenti'ndeki yeşil kaya gizemini koruyor,"Çorum'un Boğazkale ilçesindeki Hattuşa Antik Kenti'nde bulunan büyük ""yeşil kaya"", bölgeyi ziyaret eden yerli ve yabancı turistlerin ilgisini çekiyor."
Kültür-Sanat,Çanakkale'de Bizans dönemine ait altın hazine bulundu,"Çanakkale'deki Apollon Smintheus Tapınağı çevresinde yapılan arkeolojik kazılarda, Bizans dönemine ait 68 altın sikkeden oluşan hazine bulundu."
Kültür-Sanat,Etnospor Kültür Festivali bine yakın sporcuyu ağırlayacak,"Sporcuların 12 branşta yarışacağı Etnospor Kültür Festivali, 3-6 Ekim tarihlerinde İstanbul'da yapılacak. Festivale katılan çocuklar, unutulmaya yüz tutmuş pek çok geleneksel oyunu görme imkanı bulacak."
Kültür-Sanat,Müze ve ören yerlerini ziyaret edenlerin sayısı yüzde 37 arttı,"Türkiye genelinde müze sayısı, geçen yıl bir önceki yıla göre yüzde 3 arttı. Kültür ve Turizm Bakanlığına bağlı müze ve ören yeri ziyaretçi sayısı da yüzde 37,3 artışla 28 milyon 169 bin 615 oldu."
Kültür-Sanat,Tunceli müzeye kavuşuyor,"Terörle mücadeledeki başarının ardından sağlanan huzur ve güven ortamıyla çok sayıda turist ağırlayan Tunceli, 2 binin üzerinde tarihi eserin sergileneceği müzeye kavuşacak."
Kültür-Sanat,Aizanoi'de Roma hamamı kalıntıları ortaya çıkarıldı,"Kütahya'daki Aizanoi Antik Kenti'nde süren kazılarda kalıntıları gün ışığına çıkarılan hamamın soğuk, ılık ve sıcak olmak üzere üç bölümden oluştuğu tespit edildi."
Kültür-Sanat,Bu hafta 8 film vizyona girecek,Türkiye'deki sinema salonlarında bu hafta 2'si yerli 8 film vizyona girecek.
DOSYA HABER,Süslemeleri ve eşsiz mimarisiyle İshak Paşa Sarayı,"Türkiye'nin ikinci büyük sarayı İshak Paşa... Ağrı'daki saray, taç kapıları, avluları ve haremi ile yapıldığı dönemin mimari şaheserlerinden biri."
Kültür-Sanat,TRT'nin yeni dizisi 'Benim Adım Melek' seyirciyle buluştu,"TRT'nin merakla beklenen yeni dizisi ""Benim Adım Melek"" muhteşem bir galayla seyircisine ""merhaba"" dedi. 
Dizinin galası, çekimlerin sürdüğü Gaziantep'te gerçekleşti. TRT yönetimi de, gecede oyuncu ve teknik ekibi yalnız bırakmadı."
Kültür-Sanat,Benim Adım Melek dizisi her çarşamba TRT 1'de,"""Benim Adım Melek"" dizisi TRT 1 ekranlarında başlıyor. Başrollerini Kutsi ve Nehir Erdoğan'ın paylaştığı dizi çarşamba günleri yayınlanacak."
Kültür-Sanat,Filmlerde kullanılan arabaların maketlerini biriktiriyor,"James Bond hayranı Balıkesirli esnaf, ilginç bir koleksiyon yaptı. Bond filmlerinde kullanılan otomobillerin maketlerini biriktirdi."
Kültür-Sanat,"TRT Belgesel bu hafta ""aile ve fedakarlık"" temasıyla ekranlarda","Ailesini kaybeden, onlar için mücadele eden ya da ailesinden uzakta yaşayanlar... Türk yönetmenlerin gözünden aile ve fedakarlık temasıyla dünyanın dört bir yanından insan hikayeleri, TRT Belgesel'de ekranlara geliyor."
Kültür-Sanat,Halk ozanı Neşet Ertaş anıldı,"Bozlak ustası halk ozanı Neşet Ertaş, vefatının 7. yılı dolayısıyla Kırşehir'deki mezarı başında düzenlenen törenle anıldı."
Kültür-Sanat,Kraliçe Amastris'in tapınağına ait olduğu düşünülen sütunlar bulundu,"Bartın'ın Amasra ilçesinde, bölgeye adını veren Kraliçe Amastris'in tapınağı olduğu düşünülen sütun ve sütun ayakları keşfedildi."
Kültür-Sanat,Ceneviz Kalesi yeni yüzüne kavuşuyor,Cenevizliler tarafından Karadeniz'den geçen ticari gemilerin güvenliğinin sağlanması ve denetlenmesi amacıyla inşa edilen Ceneviz Kalesi'nde 2 yıl önce başlatılan restorasyon çalışmaları devam ediyor.
Kültür-Sanat,Opera ve baleye rekor ilgi,"Devlet Opera ve Balesi, yaz döneminde uluslararası alanda düzenlenen Efes, İstanbul, Bodrum ve Aspendos opera ve bale festivalleriyle yaklaşık 30 bin seyirciye ulaştı."
Kültür-Sanat,6 milyon euroluk tabloyu mutfak duvarına asmış,Floransalı ressam Cimabue’ye ait olan “İsa ile alay” isimli tablo Paris yakınlarında yaşayan bir kadının mutfak duvarında bulundu.
Kültür-Sanat,Cide'nin 735 yıllık fetihnamesi İran'da bulundu,"Kastamonu'nun Cide ilçesinin fethini anlatan 735 yıllık fetihname, İran'ın başkenti Tahran'daki İran Milli Kütüphanesi'nde bulundu."
Kültür-Sanat,Saray Koleksiyonları Müzesi ziyaretçilerini bekliyor,"Cumhurbaşkanlığı Milli Saraylar İdaresi Başkanlığına bağlı Saray Koleksiyonları Müzesi, günlük hayatta kullanılan araçların ilk örneklerini ziyaretçilerle buluşturuyor."
Kültür-Sanat,Türk dünyasına tercüman olan aydın: Gaspıralı İsmail,"Türk dünyasının aydınlanmasının öncülerinden, büyük Kırım Tatar düşünce adamı İsmail Bey Gaspıralı, vefatının 105. yılında Türk dünyasına ışık tutmaya devam ediyor."
Kültür-Sanat,"""Sanat Güneşi"" 23 yıldır gönüllerde yaşatılıyor","Türkiye'nin ""Sanat Güneşi"" olarak anılan sanatçı Zeki Müren, vefatının 23. yılında yad ediliyor."
Kültür-Sanat,Uluslararası Adana Altın Koza Film Festivali başladı,Adana Altın Koza Film Festivali açılış töreni yapıldı. Festival  29 Eylül'e kadar sürecek.
Kültür-Sanat,İstanbul'da haftalık kültür sanat etkinlikleri,"İstanbul'da, 16. İstanbul Bienali sanatseverleri şehrin çeşitli mekanlarında hafta boyu ağırlarken, Tarkan, Steve Gunn, Berlin Filarmoni Orkestrası ve Elvett müzikseverlerle buluşacak."
Kültür-Sanat,Antik Çağ'ın izlerini su altında arıyorlar,"Çanakkale'de bulunan Alexandria Troas Antik Kenti'nde, Antik Çağ'a ait önemli bilgilere ulaşılması amacıyla denizin dibinde araştırmalar yapılıyor."
Kültür-Sanat,71. Emmy Ödülleri sahiplerini buldu,"ABD'de ""Televizyonun Oscarları"" olarak nitelendirilen Emmy Ödülleri'nin kazananları belli oldu. 32 dalda aday gösterilen Game of Thrones, En İyi Drama Dizisi ödülünü aldı."
Kültür-Sanat,Çocuk piyanistten iklim değişikliğine özel eser,"Arya Su Gülenç, piyanodaki üstün yetenekleriyle uluslararası yarışmalarda birçok başarı elde etti. Gülenç, şimdi de küresel iklim değişikliğine dikkat çekmek için ""Haykırış"" adlı bir eser besteledi."
Kültür-Sanat,Parion Antik Kenti 18 asırlık surlarıyla gün yüzüne çıkıyor,"Çanakkale'de, Helenistik dönemin önemli liman kenti Parion'da, 18 asırlık surların gün yüzüne çıkarılması için kazı çalışmaları devam ediyor."
Kültür-Sanat,Sanat eseri ve antika ihracatı 5 kat arttı,"Sanat eseri ve antika ihracatı, 5 yılda yaklaşık 5 kat artarak, 19 milyon 675 bin dolara yükseldi."
Kültür-Sanat,Tabiat parklarını ziyaret edenlerin sayısı 35 milyonu geçti,"Turistlerin yeni gözdesi haline gelen koruma altındaki milli parklar ile tabiat parkları, yılın 8 aylık döneminde yaklaşık 35 milyon ziyaretçi ağırladı."
Kültür-Sanat,Tarihi mezar taşları Muğla'daki müzede sergileniyor,"Muğla'daki Beçin Antik Kenti'nde bulunan ve restorasyonun ardından müzeye çevrilen Ahmet Gazi Medresesi'nde, tarihi mezar taşları sergileniyor."
Kültür-Sanat,Mehmetçiğin ellerinden kara kalem resim çalışması,"Milli Savunma Bakanlığı ""Merhamet ve Güven Kaynağı Mehmetçik"" konulu resim sergisi düzenledi. Teröristlerle mücadele, Fırat Kalkanı ve Zeytin Dalı harekatlarının fotoğrafları, Mehmetçiğin kara kalem çalışmalarında yer aldı."
Kültür-Sanat,Tarihi kervan yollarının konak merkezi: Komesli Hanı,"Tarihi kervan yollarından modern bölünmüş yollara geçişin simgesi olarak bilinen asırlık hanlar, tarihin izlerine tanıklık ediyor. Bunlardan biri de Erzurum'da bulunan Komesli Hanı."
Kültür-Sanat,Çobankale'deki kazılarda hashtag motifli seramikler bulundu,"Bizans, Selçuklu ve Osmanlı imparatorlukları tarafından kullanılan ve geçmişteki pek çok olaya tanık olan Çobankale'de, bir hashtag motifi daha bulundu."
ÖZEL HABER,Farklı kültürlerin sembollerini metale işliyor,"Saraybosnalı zanaatkar Omar Krasniç, demir, çelik ve bakır gibi birçok materyali işleyerek ortaya farklı eserler çıkarıyor."
Kültür-Sanat,Yeşilçam'ın unutulmaz melodileri seslendirildi,"Cumhurbaşkanlığı Senfoni Orkestrası (CSO), 7'den 70'e herkesin gönlünde yer etmiş Yeşilçam filmlerinin unutulmaz melodilerini seslendirdi."
Kültür-Sanat,Haluk Bilginer Emmy Ödülleri'ne aday,"Usta oyuncu Haluk Bilginer, ""Şahsiyet"" dizisindeki performansıyla Uluslararası Emmy Ödülleri'nde En İyi Erkek Oyuncu kategorisinde aday gösterildi."
Kültür-Sanat,"Anadolu Üniversitesinden ""Uluslararası Tiyatro Festivali""","Anadolu Üniversitesinin tiyatro araştırması ve eğitimine katkı sağlamak için organize ettiği ""Uluslararası Tiyatro Festivali"", 18 Ekim-9 Kasım tarihlerinde gerçekleştirilecek."
Kültür-Sanat,Anadolu Medya Ödülleri'nde TRT'ye 3 dalda ödül,"Anadolu Medya Ödülleri'ni almaya hak kazananlar açıklandı. TRT Haber yılın haber kanalı seçildi. Yılın haber spikeri Işıl Açıkkar, yılın spor programı ise Stadyum oldu."
Kültür-Sanat,Assos'ta 2 bin 200 yıllık aslan heykeli bulundu,Çanakkale'nin Ayvacık ilçesine bağlı Behramkale köyü sınırları içindeki Assos Antik Kenti'nde kazı çalışmaları devam ediyor. Çalışmalarda 2 bin 200 yıllık aslan heykeli ve bin 500 yıllık üç gözlü ocak gün ışığına çıkarıldı.
Kültür-Sanat,Bu hafta 10 film vizyona girecek,"Türkiye sinema salonlarında, bu hafta 5'i yerli 10 film vizyona girecek. Türkiye'nin gelecek yılki Oscar adayı olarak belirlenen ""Bağlılık Aslı"" filmi de vizyona giren filmler arasında."
Kültür-Sanat,Kahve kokan festival Ankara'da ziyaretçilerini ağırlayacak,"Kahve tiryakileri, Bilkent Center’da düzenlenecek Ankara Coffee Festivali'nde birbirinden farklı kahveleri tatma, konu hakkında atölye çalışmaları ve seminerlere katılma imkanı yakalayacak."
Kültür-Sanat,Barın Han 17 yıl aradan sonra tekrar kapılarını açıyor,"Çemberlitaş'ta 50 yılı aşkın süre merhum Hattat Emin Barın tarafından kullanılan Barın Han, geçirdiği tadilatlar sonrası yarın ""Atonal 9 Solo"" sergisiyle açılacak."
Kültür-Sanat,Van'da Urartu soylularının yaşadığı yapılar ayağa kaldırıldı,"Van Kalesi'deki höyükte yürütülen kazı çalışmalarında ortaya çıkarılan, 2 bin 700 yıl önce Urartu aristokrat kesimin yaşadığı yapılar, yeniden inşa edildi."
Kültür-Sanat,Kaçak kazıda 1500 yıllık mozaik bulundu,Mardin'in Derik ilçesinin Göktaş Mahallesi kırsalında kaçak kazı yapıldığı sırada ortaya çıkarılan ve MS 6'ncı yüzyıla ait olduğu belirtilen mozaik Müze Müdürlüğünce koruma altına alındı.
Kültür-Sanat,"""Bozkırın tezenesi"" türküleriyle anılacak","Halk ozanı Neşet Ertaş'ın ölümünün 7. yıl dönümü dolayısıyla memleketi Kırşehir'de, 24-25 Eylül'de anma etkinlikleri düzenlenecek."
Kültür-Sanat,TRT’den Milli Mücadele’nin 100. yılına özel türkü hazinesi,"TRT, Milli Mücadele’nin 100. yılında anlamlı bir projeye imza attı. 93 Harbi ile Kurtuluş Savaşı yılları arasında yazılan ancak bugüne kadar hiç duyulmayan türküler gün yüzüne çıkarıldı."
Kültür-Sanat,TRT World uluslararası 2 önemli ödüle aday,"Yayın hayatına başladığı yıldan beri birçok prestijli ödülün sahibi olan TRT World, ""Mültecilerin Ödediği Bedel"" ve ""Britanya'daki Müslümanlar: Sesi Duyulmayanlar"" adlı belgeselleriyle iki önemli ödüle aday gösterildi."
Kültür-Sanat,"""Bağlılık Aslı"" filminin basın gösterimi yapıldı","Türkiye'nin Oscar adayı olarak belirlenen, Semih Kaplanoğlu'nun ""Bağlılık Üçlemesi""nin ilk filmi olarak hayata geçirdiği ""Aslı"" 20 Eylül'de vizyona girecek."
Kültür-Sanat,Antalya'da Troya epik operası sahnelendi,"Bu yıl 26'ncısı düzenlenen Aspendos Opera ve Bale Festivali, dünyaca ünlü eserlerin sahnelenmesiyle devam ediyor. Festival kapsamında Troya epik operası Antalya'da sanatseverlerle buluştu."
Kültür-Sanat,"Kayseri'deki 7,5 milyon yıllık fosil, alçı ceket yöntemiyle taşındı","Kayseri'de bulunan, yaklaşık 7,5 milyon yıl öncesi fillerin atasına ait olduğu düşünülen fosil, alçı ceket yöntemiyle bilim merkezine taşındı."
Kültür-Sanat,Kapadokya turist sayısında son beş yılın rekorunu kırdı,Türkiye'nin önemli turizm merkezlerinden Kapadokya'da müze ve ören yerlerini bu yılın ocak-ağustos döneminde 2 milyon 522 bin 378 turist ziyaret etti.
Kültür-Sanat,Antik kentteki Roma duvarları gün yüzüne çıkarılıyor,"Kütahya'nın Çavdarhisar Aizanoi Antik Kenti'nde, kayıkların yüzdürülmesi için çalışmalar yürütülüyor. Çalışmalar kapsamında, Roma döneminden kalma duvarların üstündeki toprak dolgu kaldırılıyor."
Kültür-Sanat,Bursa Devlet Tiyatrosu perdelerini Keşanlı Ali Destanı ile açacak,"Sezonu Keşanlı Ali Destanı ile perdelerini açacak olan Bursa Devlet Tiyatrosunda oyuncular ve sahne arkası ekip, provalarını sürdürüyor."
Kültür-Sanat,Ahlat'taki kazılarda 5 bin yıllık seramikler keşfedildi,"Bitlis'in Ahlat ilçesinde 2 ay önce başlayan İç Kale kazı çalışmaları sonuç vermeye başladı. Çalışmalarda, 5 bin yıl öncesine ait seramikler bulundu."
Kültür-Sanat,Eski eğitim yuvası tarihe ışık tutuyor,"Kırklareli'nde 2002'de restorasyonu yapılan köy okulu, Aşağıpınar arkeolojik kazılarında elde edilen bulguların incelendiği araştırma merkezi olarak hizmet veriyor."
Kültür-Sanat,Yunus Emre kabri başında anıldı,"Türkiye Yazarlar Birliği üyesi şair, yazar ve akademisyenler, büyük tasavvuf ve halk şairi Yunus Emre'yi, Eskişehir'in Mihalıççık ilçesindeki kabri başında andı."
Kültür-Sanat,Saraybosna'daki belgesel festivalinin Oscar umudu,"El Cezire Balkanlar tarafından Bosna Hersek'te bu yıl ikincisi düzenlenecek Uluslararası Belgesel Festivali'nin organizatörleri, geçen yıl olduğu gibi bu yıl da festivalden ciddi Oscar adayları çıkmasını bekliyor."
Kültür-Sanat,Eski eğitim yuvası tarihe ışık tutuyor,"Kırklareli'nde atıl haldeyken 2002'de restorasyonu yapılan köy okulu, Aşağıpınar arkeolojik kazılarında elde edilen bulguların incelendiği araştırma merkezi ve kazı evi olarak hizmet veriyor."
Kültür-Sanat,600 yıllık Yörük geleneği: Çıkrancık tahterevallisi,"Eski dönemlerin atlı karıncası olarak bilinen tahterevalli geleneği, Trakya'da yaşatılmaya devam ediyor."
Kültür-Sanat,Dürüstlük ve dayanışmayı sanatla birleştiren Ahilik teşkilatı,"İslam'ın engin ve evrensel prensiplerini dünyaya farklı bir pencereden sunan Ahilik teşkilatı, günümüz iş dünyasına da ışık tutuyor."
Kültür-Sanat,İnce Minareli Medrese estetik mimarisiyle ziyaretçilerini bekliyor,"Konya'da Anadolu'nun ilk üniversiteleri arasında gösterilen İnce Minareli Medrese, taç kapısındaki geometrik ve bitkisel desenli işlemeleri ile ziyaretçilerin uğrak noktası."
Kültür-Sanat,Rafadan Tayfa'nın yönetmeni Fidan animasyon meraklılarıyla buluştu,"TRT Çocuk'un ilgiyle izlenen Rafadan Tayfa çizgi filminin ve sinema filminin yönetmeni İsmail Fidan, ""Sinema Kahvesi"" etkinliğinde animasyon hakkında bilinmeyenleri anlattı."
Kültür-Sanat,Malezya'da göz yanıltan İllüzyonlar Müzesi,"Malezya'nın başkenti Kuala Lumpur'daki İllüzyonlar Müzesi, içinde barındırdığı göz yanıltan öğelerle dikkat çekiyor."
Kültür-Sanat,Altın Elbiseli Adam zırhı Türkiye'de,"Kazakistan'da yol inşaatı çalışmaları sırasında bulunan Altın Elbiseli Adam zırhı, Anadolu Medeniyetleri Müzesi'nde sergilenmeye başlandı."
Kültür-Sanat,Diyarbakır'da İncil ve İbranice işlemeli ferman ele geçirildi,Diyarbakır'da 30 sayfalık altın yazmalı İncil ile İbranice işlemeli ferman ele geçirildi. Olayla ilgili 6 şüpheli hakkında soruşturma başlatıldı.
Kültür-Sanat,Yeşilçam müzikleriyle anılarda yolculuk,"Cumhurbaşkanlığı Senfoni Orkestrası, 7'den 70'e herkesin gönlünde yer etmiş Yeşilçam filmlerinin kulaklardan silinmeyen melodilerini seslendirecek."
Kültür-Sanat,Sırbistan'da Türk Film Haftası heyecanı,Başkent Belgrad'da Yunus Emre Enstitüsü tarafından 15-20 Eylül'de düzenlenecek Türk Film Haftası'nda 11 filmin gösterimi yapılacak.
Kültür-Sanat,!f İstanbul Bağımsız Filmler Festivali başladı,"Sinemaseverlerin heyecanla beklediği !f İstanbul Bağımsız Filmler Festivali başladı. Festivalde, 5 gün boyunca 60 ülkeden 98 film gösterilecek."
Kültür-Sanat,Ardahan'ın asırlık köprüleri zamana direniyor,"Doğu Anadolu Bölgesi'nin tarihi ve doğal güzellikleriyle ön plana çıkan illerinden Ardahan, Kura Nehri ve Posof Çayı üzerine kurulan asırlık köprüleriyle de dikkat çekiyor."
Kültür-Sanat,Seyrine doyumsuz manzarasıyla Nemrut Krater Gölü,"Bitlis'te dünyanın ikinci, Türkiye'nin ise en büyük krater gölü özelliğine sahip Nemrut Krater Gölü, doğal güzellikleriyle ziyaretçilerini ağırlıyor."
ÖZEL HABER,Saraybosna'nın motiflerini asırlık tahtalara işliyor,"Bosna Hersek'in başkenti Saraybosna'da yaşayan ressam Zekeriya Naliç, tarihi yapılardan kalan tahta parçalarını renklendiriyor."
Kültür-Sanat,Aida Operası TRT 2'den canlı yayınla sanatseverlerle buluştu,"2 bin yıllık tarihi Aspendos Antik Tiyatrosu'nda sahnelenen Aida Operası ile Türk televizyon tarihinde bir ilke imza atıldı. Eser, TRT 2'den canlı yayınla sanatseverlerle buluştu."
Kültür-Sanat,İstanbul'daki 900 yıllık sarnıç yok olma tehlikesiyle karşı karşıya,İstanbul'un taşı toprağı tarih. Ancak geçmişi yüzyıllar öncesine dayanan bazı yapılar bakımsızlığa yenik düşüyor. O yapılardan biri de Fatih'teki Zeyrek Camii'nin çevresindeki 900 yıllık sarnıç.
Kültür-Sanat,Sanatın İstanbul hali Jose Parla'nın sergisinde,"Dünyaca ünlü sanatçı Jose Parla, ilk kez 1999 yılında geldiği İstanbul'dan öylesine etkilendi ki, 3 imparatorluğa başkentlik yapan şehri eserlerine taşıdı."
Kültür-Sanat,Mersin'deki antik kentte yeni dönem kazı çalışmaları başladı,"Mersin'de Bizans ve Roma dönemlerine ait eserlerin bulunduğu Elaussia Sebaste Antik Kenti'ndeki kazılar, 13 uzman 9 öğrenci ve 12 işçi tarafından yürütülüyor."
Kültür-Sanat,Sinemalarda bu hafta 9 film izleyiciyle buluşacak,"Alfonso Gomez-Rejon'un yönettiği Elektrik Savaşları, endüstriyel çağın en büyük 3 mucidinin elektrik sistemi üzerine girdikleri kıyasıya rekabeti beyaz perdeye taşıyacak."
Kültür-Sanat,Türkiye'nin spor temalı film ve dizileri,"TRT 1’de yayınlanacak, ringlere veda eden Fırat Bölükbaşı’nın hikayesinin anlatıldığı ""Şampiyon"" dizisi, akıllara Türkiye'de daha önce çekilen spor temalı film ve dizileri getirdi."
Kültür-Sanat,Usta oyuncu Süleyman Turan son yolculuğuna uğurlandı,"İstanbul'daki evinde geçirdiği kalp krizi sonucu 83 yaşında hayatını kaybeden Yeşilçam'ın tanınan ismi Süleyman Turan, toprağa verildi."
Kültür-Sanat,Öğrenciler ilk derslerini Hayme Ana'nın türbesinde işledi,"Osmanlı Devleti'nin kurulduğu coğrafya olan Domaniç'te ""İlk Dersimizi Hayme Ana'da İşliyoruz"" etkinliği, Osmanlı'nın kurucusu Osman Gazi'nin babaannesi Hayme Ana'nın kabri başında yapıldı."
Kültür-Sanat,Japonların altı asırlık sanatını Türkiye'ye taşıdı,"Balıkesir'in Edremit ilçesinde yaşayan ahşap ustası Erol Başsay, ana vatanı olan Japonya'da sürgülü kapı, bölme, travers ve diğer iç tesisat ile süslemelerde kullanılan ""kumiko"" sanatından eserler üretiyor."
Kültür-Sanat,Kırgızistan'ın doğusunda gizemli kervansaray: Taş Rabat,"Orta Asya'nın en eski tarihi-mimari eserlerinden biri olan Kırgızistan'daki Taş Rabat Kervansarayı, sağlamlığı ve gizemli tarihiyle ilgi çekiyor."
Kültür-Sanat,Türkiye'nin tarihi zenginliği artık tek adreste,"Kültür ve Turizm Bakanlığına bağlı tüm müze ve ören yerlerinin sosyal medya hesapları ve web siteleri, ""https://turkishmuseums.com"" sayfasında buluşturuldu."
Kültür-Sanat,Kilis'te 4 bin yıllık olduğu tahmin edilen saray kalıntısı bulundu,"Türkiye - Suriye sınırında bulunan Oylum Höyük'teki kazı çalışmalarında, 4 bin yıl öncesine ait olduğu tahmin edilen saray kalıntısı bulundu."
Kültür-Sanat,Türkiye'de bir ilk: Aida Operası canlı yayınla TRT 2'de,"TRT 2, Türk televizyon tarihinde bir ilki gerçekleştiriyor. Giuseppe Verdi'nin Aida Operası Aspendos'tan canlı yayınla ekranlara gelecek."
Kültür-Sanat,Kırgızistan'ın doğusunda gizemli kervansaray: Taş Rabat,"Orta Asya'nın en eski tarihi-mimari eserlerinden biri olan Kırgızistan'daki Taş Rabat Kervansarayı, sağlamlığı ve gizemli tarihiyle ilgi çekiyor."
Kültür-Sanat,Türkiye'nin tarihi zenginliği artık tek adreste,"Kültür ve Turizm Bakanlığına bağlı tüm müze ve ören yerlerinin sosyal medya hesapları ve web siteleri, ""https://turkishmuseums.com"" sayfasında buluşturuldu."
Kültür-Sanat,Kilis'te 4 bin yıllık olduğu tahmin edilen saray kalıntısı bulundu,"Türkiye - Suriye sınırında bulunan Oylum Höyük'teki kazı çalışmalarında, 4 bin yıl öncesine ait olduğu tahmin edilen saray kalıntısı bulundu."
Kültür-Sanat,Türkiye'de bir ilk: Aida Operası canlı yayınla TRT 2'de,"TRT 2, Türk televizyon tarihinde bir ilki gerçekleştiriyor. Giuseppe Verdi'nin Aida Operası Aspendos'tan canlı yayınla ekranlara gelecek."
Kültür-Sanat,Köy meydanında sinema keyfi,"Yazlık sinema geleneği, Adana'da hala yaşatılıyor. Ceyhan Belediyesi, traktör römorkunda kurduğu platformla köy köy dolaşarak sinema hizmeti sunuyor."
